url,response code,novelty score,importance score,url_rank,visited_at,webpage_size
https://en.wikipedia.org/wiki/KeySpan,200,-1,-1,-1,14:54:54,47900
https://www.bloomberg.com/profile/company/80132MF:US,200,-1,-1,-1,14:54:54,10940
http://news.bbc.co.uk/1/hi/business/4754350.stm,200,-1,-1,-1,14:54:55,32824
https://archive.org/details/standardpoors50000stan_1,200,-1,-1,-1,14:54:55,184393
http://www.nydailynews.com/archives/news/union-lilco-utilities-power-tie-article-1.733614,200,-1,-1,-1,14:54:56,338998
"http://www.pinterest.com/pin/create/button/?description=Standard+%26+Poor's+500+guide+:+Standard+and+Poor's+Corporation+:+Free+Download,+Borrow,+and+Streaming+:+Internet+Archive&url=https://archive.org/details/standardpoors50000stan_1",200,-1,-1,-1,14:54:56,114014
https://blog.archive.org/,200,-1,-1,-1,14:54:58,125448
https://foundation.wikimedia.org/wiki/Terms_of_Use,200,-1,-1,-1,14:54:58,76232
https://anniversary.archive.org/,200,-1,-1,-1,14:54:59,167105
https://2016.decentralizedweb.net/,200,-1,-1,-1,14:54:59,29170
https://academicebookinvestigation.org/,200,-1,-1,-1,14:54:59,30898
http://libraryleadersforum.org/,200,-1,-1,-1,14:54:59,22316
http://automattic.com/,200,-1,-1,-1,14:54:59,40949
https://annual.wikimedia.org/,200,-1,-1,-1,14:55:00,27215
http://www.wordpress.org/,200,-1,-1,-1,14:55:00,38868
http://ma.tt/,200,-1,-1,-1,14:55:00,353652
http://make.wordpress.org/,200,-1,-1,-1,14:55:01,51787
http://learn.wordpress.org/,200,-1,-1,-1,14:55:01,63117
https://2019.us.wordcamp.org/,200,-1,-1,-1,14:55:01,302393
http://wp-cli.org/,200,-1,-1,-1,14:55:01,25516
https://akismet.com/,200,-1,-1,-1,14:55:02,15147
http://www.flickr.com/photos/amontalenti/sets/72157629938809778/,200,-1,-1,-1,14:55:02,432993
http://crowdsignal.com/,200,-1,-1,-1,14:55:02,61307
http://blog.akismet.com/,200,-1,-1,-1,14:55:02,100366
http://vaultpress.com/,200,-1,-1,-1,14:55:03,15349
